,Realized Volatility,Realized Volatility_lag_1,Realized Volatility_lag_2,US Policy Index_lag_1,VIX_lag_1,Volume_lag_2,term_spread_ret_lag_2,13w TB_ret_lag_1,13w TB_ret_lag_2,Abs Return_lag_1
2016-01-29,0.0086251949305007,0.0160496049066635,0.0141836997360702,59.62,22.420000076293945,4754040000.0,-0.0062306287519129,0.05826883314958,0.0,0.0052645917080301
2016-02-01,0.0110871984515025,0.0086251949305007,0.0160496049066635,41.51,20.200000762939453,4693010000.0,-0.0335936368462518,-0.0582688331495799,0.05826883314958,0.0235909366709665
2016-02-02,0.010957471898344,0.0110871984515025,0.0086251949305007,183.2,19.979999542236328,5497570000.0,-0.0453335474432871,-0.0168072025037327,-0.0582688331495799,0.0003095096875446
2016-02-03,0.01661210963433,0.010957471898344,0.0110871984515025,117.91,21.979999542236328,4322530000.0,0.0499397233308166,0.1121173823080576,-0.0168072025037327,0.0186581706435241
2016-02-04,0.0135683519840841,0.01661210963433,0.010957471898344,73.51,21.649999618530277,4463190000.0,-0.1345823865593046,0.0090498086709795,0.1121173823080576,0.0050162727481085
2016-02-05,0.0119183752933023,0.0135683519840841,0.01661210963433,40.73,21.84000015258789,5172950000.0,-0.0116341950824721,-0.1626956321836885,0.0090498086709795,0.0014629204586074
2016-02-08,0.0171314951744148,0.0119183752933023,0.0135683519840841,41.41,23.3799991607666,5193320000.0,0.0283186306153689,-0.0178257672850584,-0.1626956321836885,0.0186921330121525
2016-02-09,0.0172389248664758,0.0171314951744148,0.0119183752933023,88.26,26.0,4929940000.0,0.0051573040608274,-0.0669395090634419,-0.0178257672850584,0.0140834194632803
2016-02-10,0.0128462412730728,0.0172389248664758,0.0171314951744148,38.4,26.540000915527344,5636460000.0,-0.0881343607508555,0.1431009200568845,-0.0669395090634419,0.0005936095410862
2016-02-11,0.0174656396696771,0.0128462412730728,0.0172389248664758,77.84,26.290000915527344,5183220000.0,-0.0401200251211273,-0.0066890014851686,0.1431009200568845,0.000453539233518
2016-02-12,0.0098478187101703,0.0174656396696771,0.0128462412730728,106.25,28.13999938964844,4471170000.0,-0.0082207624042119,-0.0876217107358767,-0.0066890014851686,0.0125208139504798
2016-02-16,0.0096193155266744,0.0098478187101703,0.0174656396696771,74.63,25.399999618530277,5500800000.0,-0.0154488885918319,-0.0110498034367808,-0.0876217107358767,0.0193721279907815
2016-02-17,0.0085703078170457,0.0096193155266744,0.0098478187101703,48.57,24.11000061035156,4696920000.0,0.1066769577557459,0.0110498034367808,-0.0110498034367808,0.0163164048442108
2016-02-18,0.0065922886950528,0.0085703078170457,0.0096193155266744,108.64,22.309999465942383,4570670000.0,0.0181338195899202,0.0707008499723918,0.0110498034367808,0.0164645939081685
2016-02-19,0.0083701425553857,0.0065922886950528,0.0085703078170457,117.33,21.63999938964844,5011540000.0,0.0260839673077962,-0.0172122150558305,0.0707008499723918,0.0046460289339734
2016-02-22,0.0082086724093481,0.0083701425553857,0.0065922886950528,85.85,20.530000686645508,4436490000.0,-0.0485327003519473,-0.0175135664039,-0.0172122150558305,2.085951637287834e-05
2016-02-23,0.0070509262619921,0.0082086724093481,0.0083701425553857,55.88,19.3799991607666,4142850000.0,0.0192724243093499,0.0347257814597305,-0.0175135664039,0.0143214625472564
2016-02-24,0.0136549463454456,0.0070509262619921,0.0082086724093481,57.33,20.979999542236328,4054710000.0,0.0063425290642136,0.0818786953982334,0.0347257814597305,0.012393796301341
2016-02-25,0.0082407450067201,0.0136549463454456,0.0070509262619921,62.26,20.71999931335449,3890650000.0,-0.053013932036501,-0.0094787162854208,0.0818786953982334,0.0043107544603067
2016-02-26,0.0074436164622035,0.0082407450067201,0.0136549463454456,57.5,19.11000061035156,4317250000.0,-3.3113689672322864e-08,-0.0160003260866754,-0.0094787162854208,0.0114292258520756
2016-02-29,0.006923912566626,0.0074436164622035,0.0082407450067201,41.87,19.809999465942383,4118210000.0,-0.0678031187072953,-0.0228394894315647,-0.0160003260866754,0.0019796705647917
2016-03-01,0.0080320927313196,0.006923912566626,0.0074436164622035,65.74,20.549999237060547,4348510000.0,0.1080916047550967,0.0163669618164212,-0.0228394894315647,0.0082841717053886
2016-03-02,0.0065265657274382,0.0080320927313196,0.006923912566626,49.35,17.700000762939453,4588180000.0,-0.0270432658333776,0.0382211958870598,0.0163669618164212,0.0236085025022328
2016-03-03,0.005303793070526,0.0065265657274382,0.0080320927313196,41.64,17.09000015258789,4819750000.0,0.0901132191130149,-0.0545881577034811,0.0382211958870598,0.0041270252214229
2016-03-04,0.0063773079604519,0.005303793070526,0.0065265657274382,48.6,16.700000762939453,4666610000.0,0.0450615258260352,-0.1415787400471284,-0.0545881577034811,0.0036235656596298
2016-03-07,0.0070921281750415,0.0063773079604519,0.005303793070526,46.74,16.860000610351562,5081700000.0,0.022728212908926,0.007575696313235,-0.1415787400471284,0.0031305044136048
2016-03-08,0.0084569877520645,0.0070921281750415,0.0063773079604519,59.99,17.350000381469727,6049930000.0,0.0466476896895265,0.0,0.007575696313235,0.0009797110636226
2016-03-09,0.0075573766572838,0.0084569877520645,0.0070921281750415,77.42,18.670000076293945,4968180000.0,0.0290642308756553,0.1405820280537634,0.0,0.011117896188442
2016-03-10,0.0105289726960895,0.0075573766572838,0.0084569877520645,46.99,18.34000015258789,4641650000.0,-0.097482721318788,-0.0573513629702731,0.1405820280537634,0.0047979126411144
2016-03-11,0.0078028538389556,0.0105289726960895,0.0075573766572838,30.22,18.049999237060547,4038120000.0,0.0558284508433928,0.050772378650403,-0.0573513629702731,0.0003468548095529
2016-03-14,0.0044185163973626,0.0078028538389556,0.0105289726960895,29.26,16.5,4376790000.0,0.030305357143659,0.0163669618164212,0.050772378650403,0.0160888111574122
2016-03-15,0.0057276038373043,0.0044185163973626,0.0078028538389556,54.04,16.920000076293945,4078620000.0,0.0302660077667286,0.0,0.0163669618164212,0.0012174060859538
2016-03-16,0.0085918027608381,0.0057276038373043,0.0044185163973626,45.63,16.84000015258789,3487850000.0,-0.0034129285950832,0.053725368094985,0.0,0.0017941669620973
2016-03-17,0.0048305992886518,0.0085918027608381,0.0057276038373043,48.66,14.989999771118164,3560280000.0,-0.0060008744189579,-0.0800426312573252,0.053725368094985,0.0058217775629511
2016-03-18,0.0051022929012829,0.0048305992886518,0.0085918027608381,40.06,14.4399995803833,4057020000.0,-0.0484463434467402,-0.0870113950516428,-0.0800426312573252,0.0063861227159338
2016-03-21,0.0041795919755403,0.0051022929012829,0.0048305992886518,58.48,14.020000457763672,4530480000.0,-0.0036166748715781,0.0180184880857369,-0.0870113950516428,0.0041763106762683
2016-03-22,0.0051671952890823,0.0041795919755403,0.0051022929012829,89.85,13.789999961853027,6503140000.0,-0.0453990938524661,0.0281708296614217,0.0180184880857369,0.001146165470801
2016-03-23,0.0046824251816252,0.0051671952890823,0.0041795919755403,55.17,14.170000076293944,3376600000.0,0.0335538690553088,0.0240148748007512,0.0281708296614217,0.0007070532510586
2016-03-24,0.0059875772534539,0.0046824251816252,0.0051671952890823,87.98,14.9399995803833,3418460000.0,0.02086251736387,-0.0068026597449207,0.0240148748007512,0.0065186344031685
2016-03-28,0.0055666631721276,0.0059875772534539,0.0046824251816252,50.15,14.739999771118164,3639510000.0,-0.0506321354895311,-0.0634015328029893,-0.0068026597449207,0.0003633952945925
2016-03-29,0.0055259667414402,0.0055666631721276,0.0059875772534539,105.86,15.239999771118164,3407720000.0,0.0416148429228185,-0.0755075928820578,-0.0634015328029893,0.008870440616322
2016-03-30,0.0037332040483728,0.0055259667414402,0.0055666631721276,69.82,13.81999969482422,2809090000.0,-0.004539241213706,-0.125163150745463,-0.0755075928820578,0.0042823498892069
2016-03-31,0.0071743311600683,0.0037332040483728,0.0055259667414402,124.96,13.5600004196167,3822330000.0,-0.0427574184998337,-0.195744537747651,-0.125163150745463,0.0020854761472381
2016-04-04,0.0079614499330924,0.0071743311600683,0.0037332040483728,36.42,13.949999809265137,3590310000.0,0.02901471399005,0.042334370086676,-0.195744537747651,0.006368862602133
2016-04-05,0.0055406325356228,0.0079614499330924,0.0071743311600683,38.89,14.119999885559082,3715280000.0,-0.0501287708348617,-0.0532040643309069,0.042334370086676,0.0100650034491161
2016-04-06,0.0077300534247638,0.0055406325356228,0.0079614499330924,25.71,15.420000076293944,3485710000.0,0.0096525899988367,0.1750088950069135,-0.0532040643309069,0.010447311773334
2016-04-07,0.0068102028370031,0.0077300534247638,0.0055406325356228,36.17,14.09000015258789,4154920000.0,-0.0747731927932514,0.0091325022052593,0.1750088950069135,0.012037576752977
2016-04-11,0.0061396298553092,0.0068102028370031,0.0077300534247638,28.9,16.15999984741211,3750800000.0,0.0143887660997021,0.0,0.0091325022052593,0.0027092733326034
2016-04-12,0.005803050278741,0.0061396298553092,0.0068102028370031,101.11,16.260000228881836,3801250000.0,-0.0631789657480892,-0.0465200414377698,0.0,0.0095861003234666
2016-04-13,0.0040409817904635,0.005803050278741,0.0061396298553092,34.46,14.850000381469728,3567840000.0,0.0299808453334868,0.0909718275677517,-0.0465200414377698,0.0099753977955914
2016-04-14,0.0024712654543302,0.0040409817904635,0.005803050278741,37.74,13.84000015258789,4239740000.0,0.0362546749297594,-0.0309075336862177,0.0909718275677517,3.84155506198241e-05
2016-04-18,0.0044714029921456,0.0024712654543302,0.0040409817904635,21.42,13.720000267028809,4191830000.0,0.0050734819986087,-0.0365337486160045,-0.0309075336862177,0.0009992842497853
2016-04-19,0.0039241911626192,0.0044714029921456,0.0024712654543302,63.08,13.350000381469728,3765870000.0,0.0357891077337559,-0.0823710194855858,-0.0365337486160045,0.003065447021063
2016-04-20,0.0048860756257298,0.0039241911626192,0.0044714029921456,20.66,13.239999771118164,3316880000.0,0.0048709692376898,0.0823710194855859,-0.0823710194855858,0.0007708413019682
2016-04-21,0.0047178744302502,0.0048860756257298,0.0039241911626192,41.3,13.279999732971191,3896830000.0,0.0058139672210257,0.013856993966981,0.0823710194855859,0.0051502014163529
2016-04-25,0.004146104536793,0.0047178744302502,0.0048860756257298,34.27,13.949999809265137,4184880000.0,0.0645385535313995,0.0316053369849682,0.013856993966981,2.868562467914478e-05
2016-04-26,0.0055345906010329,0.004146104536793,0.0047178744302502,59.83,14.079999923706056,4175290000.0,0.0090171580770737,0.0561703209984587,0.0316053369849682,0.0017035942293132
2016-04-27,0.0060426001814778,0.0055345906010329,0.004146104536793,49.42,13.960000038146973,3319740000.0,0.0160288442786759,0.0289875332955425,0.0561703209984587,0.0019250111629055
2016-04-28,0.0072286959299883,0.0060426001814778,0.0055345906010329,42.37,13.770000457763672,3557190000.0,0.0157759424939682,0.0,0.0289875332955425,0.0092552524824171
2016-05-02,0.00720486351538,0.0072286959299883,0.0060426001814778,20.3,15.220000267028809,4100110000.0,-0.0526672506314481,-0.1541507305114803,0.0,0.0051645387342293
2016-05-03,0.0059599941890207,0.00720486351538,0.0072286959299883,72.72,14.68000030517578,4309840000.0,-0.000917012501989,-0.1267516615301721,-0.1541507305114803,0.0086856365374834
2016-05-04,0.0058393370070153,0.0059599941890207,0.00720486351538,45.4,15.600000381469728,3841110000.0,0.0404550365363827,0.0928501123013152,-0.1267516615301721,0.0059447456319029
2016-05-05,0.0065555328047301,0.0058393370070153,0.0059599941890207,44.1,16.049999237060547,4173390000.0,-0.0740402683389545,-0.0249389249911996,0.0928501123013152,0.0003266962022586
2016-05-09,0.0045424719853735,0.0065555328047301,0.0058393370070153,34.04,15.90999984741211,4058560000.0,-0.0104911957127526,-0.0787808815543465,-0.0249389249911996,0.0032621690686471
2016-05-10,0.0047307027823981,0.0045424719853735,0.0065555328047301,59.73,14.56999969482422,4008530000.0,-0.017408670739762,0.1037198065455463,-0.0787808815543465,0.0123092438714457
2016-05-11,0.0068811450167119,0.0047307027823981,0.0045424719853735,62.97,13.630000114440918,3788620000.0,-0.0266945819175192,0.1798554960168568,0.1037198065455463,0.0095300563888623
2016-05-12,0.0057983836033136,0.0068811450167119,0.0047307027823981,54.4,14.6899995803833,3600200000.0,-0.0356998769636104,0.0203672835377853,0.1798554960168568,7.749910395538374e-05
2016-05-16,0.0059690279777909,0.0057983836033136,0.0068811450167119,50.82,14.40999984741211,3821980000.0,-0.0114882912188165,0.0395308024259709,0.0203672835377853,0.0087132423960739
2016-05-17,0.0095732082815999,0.0059690279777909,0.0057983836033136,82.79,14.68000030517578,3782390000.0,0.0310262427682017,0.0,0.0395308024259709,0.0095684739426909
2016-05-18,0.008042436650468,0.0095732082815999,0.0059690279777909,51.62,15.56999969482422,3501360000.0,0.0221559467370452,0.0380274731725161,0.0,0.0002393542331942
2016-05-19,0.0051217458944295,0.008042436650468,0.0095732082815999,32.08,15.949999809265137,4108960000.0,0.0118813814107025,0.0074349933145437,0.0380274731725161,0.0036600682837986
2016-05-23,0.0052813167987022,0.0051217458944295,0.008042436650468,58.53,16.329999923706055,4101320000.0,0.1133989385015386,0.0714588954710593,0.0074349933145437,0.0059676283932109
2016-05-24,0.0047353131061212,0.0052813167987022,0.0051217458944295,141.68,15.81999969482422,3846770000.0,-0.0495373200723342,0.0763222757678308,0.0714588954710593,0.0133548682561267
2016-05-25,0.0034174768126664,0.0047353131061212,0.0052813167987022,66.06,14.420000076293944,3055480000.0,-0.0214660610111863,0.0915272619000918,0.0763222757678308,0.0068216723379648
2016-05-26,0.0029841070524922,0.0034174768126664,0.0047353131061212,51.51,13.899999618530272,3627340000.0,-0.006625674091028,-0.0851578006169968,0.0915272619000918,4.784391402399037e-05
2016-05-31,0.0054373787609247,0.0029841070524922,0.0034174768126664,23.07,13.43000030517578,3859160000.0,0.0345344077828838,-0.1358015119158019,-0.0851578006169968,0.0041205275082043
2016-06-01,0.0042439843952456,0.0054373787609247,0.0029841070524922,48.19,14.1899995803833,3230990000.0,-0.0203898863250703,0.0286757513432586,-0.1358015119158019,0.0012011669922155
2016-06-02,0.005940880684846,0.0042439843952456,0.0054373787609247,48.39,14.199999809265137,4514410000.0,0.0074626528400263,0.0415284412046512,0.0286757513432586,0.0027068637146193
2016-06-06,0.0025987092510926,0.005940880684846,0.0042439843952456,44.41,13.630000114440918,3525170000.0,0.0129272608266245,-0.0885533131540935,0.0415284412046512,0.002778321379556
2016-06-07,0.0031989069530535,0.0025987092510926,0.005940880684846,136.57,13.649999618530272,3632720000.0,0.0,-0.0769610808725573,-0.0885533131540935,0.0014543665529549
2016-06-08,0.0044587991907619,0.0031989069530535,0.0025987092510926,127.93,14.050000190734863,3442020000.0,-0.099262950665522,0.0582688541424092,-0.0769610808725573,0.0031808551787732
2016-06-09,0.0061920796035554,0.0044587991907619,0.0031989069530535,46.41,14.079999923706056,3534730000.0,-0.0235787470781533,-0.1201442603968646,0.0582688541424092,0.0016907851536165
2016-06-13,0.0062336655489829,0.0061920796035554,0.0044587991907619,49.67,14.640000343322754,3562060000.0,0.0356634660273083,0.0210533893824581,-0.1201442603968646,0.0091885569520344
2016-06-14,0.0049303311559956,0.0062336655489829,0.0061920796035554,60.21,20.96999931335449,3290320000.0,-0.0263705983199738,0.0206193290172186,0.0210533893824581,0.0018196877854926
2016-06-15,0.0074221117916195,0.0049303311559956,0.0062336655489829,83.69,20.5,3392030000.0,-0.0936671558838659,0.0708958456839526,0.0206193290172186,0.0016154585989602
2016-06-16,0.0054406721534191,0.0074221117916195,0.0049303311559956,79.47,20.13999938964844,3759770000.0,-0.0205252427651224,-0.030890549232491,0.0708958456839526,0.0029155733847868
2016-06-20,0.0048561001368951,0.0054406721534191,0.0074221117916195,109.07,19.3700008392334,3544720000.0,-0.0280392766918644,-0.0400052964514616,-0.030890549232491,0.0033113969684896
2016-06-21,0.0050789127533868,0.0048561001368951,0.0054406721534191,94.78,18.3700008392334,3628280000.0,-0.0131188973624381,0.0121704998143049,-0.0400052964514616,0.002574139720211
2016-06-22,0.0058452423558189,0.0050789127533868,0.0048561001368951,137.6,18.479999542236328,3467440000.0,0.0938904803911377,0.0663010421828827,0.0121704998143049,0.0016002686499642
2016-06-23,0.0250682748725555,0.0058452423558189,0.0050789127533868,146.78,21.170000076293945,3232880000.0,0.0151847042159151,0.0112572334156044,0.0663010421828827,0.0130860307331055
2016-06-27,0.0091423753439129,0.0250682748725555,0.0058452423558189,125.3,17.25,3168160000.0,0.0064377077187333,0.0257841139207272,0.0112572334156044,0.0364694904726229
2016-06-28,0.0079560542967782,0.0091423753439129,0.0250682748725555,254.28,23.850000381469727,3297940000.0,0.0459851157487784,-0.1571856077331962,0.0257841139207272,0.0174957578200929
2016-06-29,0.0058641937205937,0.0079560542967782,0.0091423753439129,238.67,18.75,5431220000.0,-0.2453493523151177,0.1010960827279545,-0.1571856077331962,0.0168472306144488
2016-06-30,0.0038909928259064,0.0058641937205937,0.0079560542967782,146.63,16.639999389648438,4385810000.0,-0.0331815302943274,-0.0194180678768161,0.1010960827279545,0.0136375670650022
2016-07-05,0.0069093991295027,0.0038909928259064,0.0058641937205937,96.08,15.630000114440918,4241740000.0,0.0370903377242998,-0.0278347966371565,-0.0194180678768161,0.0017564950785885
2016-07-06,0.0054316025393705,0.0069093991295027,0.0038909928259064,89.02,15.579999923706056,4622820000.0,-0.0078329536113007,-0.0411580331098476,-0.0278347966371565,0.0054347959859569
2016-07-07,0.0039168542233899,0.0054316025393705,0.0069093991295027,185.04,14.960000038146973,3658380000.0,-0.0861777247544133,0.0998833789794953,-0.0411580331098476,0.0009101067740229
2016-07-11,0.0055996909249576,0.0039168542233899,0.0054316025393705,117.71,14.760000228881836,3909380000.0,-0.0014296169901008,0.0262679230433832,0.0998833789794953,0.0149893511145693
2016-07-12,0.0036263392323357,0.0055996909249576,0.0039168542233899,93.07,13.539999961853027,3604550000.0,-0.0144095006133825,0.0183491206061836,0.0262679230433832,0.0070459770306181
2016-07-13,0.005216362320476,0.0036263392323357,0.0055996909249576,113.92,13.550000190734863,3253340000.0,0.0848319238091569,0.0702041925479098,0.0183491206061836,7.434495131501112e-05
2016-07-14,0.0033394295296565,0.005216362320476,0.0036263392323357,58.42,13.039999961853027,4097820000.0,0.0494248695105404,0.0101182010185642,0.0702041925479098,0.0052320595011157
2016-07-18,0.0026363385901317,0.0033394295296565,0.005216362320476,53.11,12.81999969482422,3502320000.0,-0.0401348625498479,0.0166393028310876,0.0101182010185642,0.0009757474374645
2016-07-19,0.0022623705561027,0.0026363385901317,0.0033394295296565,112.79,12.4399995803833,3465610000.0,0.0401348625498479,-0.0507723786504029,0.0166393028310876,0.0013762656424896
2016-07-20,0.0033703704744665,0.0022623705561027,0.0026363385901317,39.89,11.970000267028809,3009310000.0,0.0662819869988993,0.0736118680819677,-0.0507723786504029,0.004298007492567
2016-07-21,0.0026453957149265,0.0033703704744665,0.0022623705561027,45.87,11.770000457763672,2968340000.0,-0.0486714326790923,0.0160003260866754,0.0736118680819677,0.0037435787478679
2016-07-25,0.0045046077699961,0.0026453957149265,0.0033703704744665,37.63,12.739999771118164,3211860000.0,0.025847626855078,-0.0388398155182402,0.0160003260866754,0.0044979728993717
2016-07-26,0.0047929594493747,0.0045046077699961,0.0026453957149265,78.34,12.869999885559082,3438900000.0,-0.029595277979397,-0.0166393028310875,-0.0388398155182402,0.0002812556932474
2016-07-27,0.0048954244823814,0.0047929594493747,0.0045046077699961,56.4,13.050000190734863,3057240000.0,0.0476571959767408,0.0330062646475088,-0.0166393028310875,0.0010008925844734
2016-07-28,0.0040074202473398,0.0048954244823814,0.0047929594493747,122.84,12.829999923706056,3442350000.0,-0.0095924188872298,-0.0846529068707243,0.0330062646475088,0.0013650242382205
2016-08-01,0.0049872776991328,0.0040074202473398,0.0048954244823814,76.37,12.720000267028809,3995500000.0,-0.0145634301187431,-0.2518193297504885,-0.0846529068707243,0.0015380296915226
2016-08-02,0.0034358324670022,0.0049872776991328,0.0040074202473398,74.99,12.4399995803833,3664240000.0,0.0662180698167138,0.078643155778168,-0.2518193297504885,0.0062803913653107
2016-08-03,0.0033532027730647,0.0034358324670022,0.0049872776991328,55.54,13.369999885559082,3505990000.0,-0.0698922825392217,0.1625189107147989,0.078643155778168,0.0029302117246289
2016-08-04,0.0031091904606573,0.0033532027730647,0.0034358324670022,38.55,12.859999656677246,3848750000.0,-0.0248459006138548,-0.043802602006464,0.1625189107147989,0.0004390231574352
2016-08-08,0.0022695161082218,0.0031091904606573,0.0033532027730647,42.64,12.420000076293944,3786530000.0,0.0087664918099184,-0.0775582755984871,-0.043802602006464,0.0082775340171297
2016-08-09,0.0032503176209527,0.0022695161082218,0.0031091904606573,108.83,11.5,3709200000.0,-0.0278147437323157,0.0080321880404734,-0.0775582755984871,0.0004126131306191
2016-08-10,0.0034140063631721,0.0032503176209527,0.0022695161082218,61.67,11.65999984741211,3327550000.0,0.129677834667699,0.1587117342817301,0.0080321880404734,0.0028229221512283
2016-08-11,0.0022944412624682,0.0034140063631721,0.0032503176209527,81.76,12.050000190734863,3334300000.0,-0.0870114136018196,-0.0707008499723919,0.1587117342817301,0.0046913026536244
2016-08-15,0.0033974996227775,0.0022944412624682,0.0034140063631721,43.24,11.68000030517578,3254950000.0,-0.0211056000688843,0.0072993171694025,-0.0707008499723919,0.0009016988708063
2016-08-16,0.0040539416530333,0.0033974996227775,0.0022944412624682,91.36,11.8100004196167,3423160000.0,0.0945113680513148,0.0,0.0072993171694025,0.0054482075604417
2016-08-17,0.0024817523877315,0.0040539416530333,0.0033974996227775,105.49,12.640000343322754,3078530000.0,-0.0242646538718576,0.0461893177471586,0.0,0.0016834132763455
2016-08-18,0.0037554857837901,0.0024817523877315,0.0040539416530333,83.6,12.1899995803833,3196400000.0,0.0173917607411024,0.0,0.0461893177471586,0.0022386275443398
2016-08-22,0.0025744828872711,0.0037554857837901,0.0024817523877315,59.73,11.43000030517578,3388910000.0,-0.0115608112481085,-0.0104712693678418,0.0,0.0014506451507067
2016-08-23,0.0032731950045672,0.0025744828872711,0.0037554857837901,39.89,12.270000457763672,3300570000.0,-0.0367122912974037,-0.0176995602935799,-0.0104712693678418,0.0019269460215837
2016-08-24,0.0039211442406994,0.0032731950045672,0.0025744828872711,40.46,12.380000114440918,2777550000.0,0.0285394505165502,0.0855221926316949,-0.0176995602935799,0.0051115597912728
2016-08-25,0.0061306008233548,0.0039211442406994,0.0032731950045672,43.23,13.449999809265137,3041490000.0,-0.0177414651874891,0.0,0.0855221926316949,0.0013935874247735
2016-08-29,0.0037492515012596,0.0061306008233548,0.0039211442406994,83.01,13.630000114440918,3148280000.0,0.0,0.0,0.0,0.0015522481923039
2016-08-30,0.0035626492783229,0.0037492515012596,0.0061306008233548,87.44,12.9399995803833,2969310000.0,0.0165683547190728,0.0,0.0,0.0019648536354211
2016-08-31,0.0049375283717273,0.0035626492783229,0.0037492515012596,46.48,13.119999885559082,2654780000.0,0.0232030135702008,0.0635133455915363,0.0,0.0024753285086154
2016-09-01,0.0038300156438954,0.0049375283717273,0.0035626492783229,45.98,13.420000076293944,3006800000.0,-0.0173514878438551,-0.0155041722079251,0.0635133455915363,6.910261049386299e-05
2016-09-06,0.0026698565779457,0.0038300156438954,0.0049375283717273,38.52,13.479999542236328,3766390000.0,0.0034943562151964,-0.0157483421852409,-0.0155041722079251,0.0042845321534488
2016-09-07,0.0029523598580455,0.0026698565779457,0.0038300156438954,30.28,12.020000457763672,3392120000.0,0.0081066902555128,-0.0388398155182402,-0.0157483421852409,0.0001646602513874
2016-09-08,0.006640977704826,0.0029523598580455,0.0026698565779457,22.17,11.9399995803833,3447650000.0,-0.0569549723781707,0.085359878458406,-0.0388398155182402,0.0022897557219025
2016-09-12,0.0096970187033116,0.006640977704826,0.0029523598580455,27.04,12.510000228881836,3319420000.0,-0.032260816881515,0.0090498086709795,0.085359878458406,0.0245758226895966
2016-09-13,0.0068431460037844,0.0096970187033116,0.006640977704826,39.54,15.15999984741211,3727840000.0,0.0776147427889762,0.0497906345856262,0.0090498086709795,0.0149510027015374
2016-09-14,0.0061033235118179,0.0068431460037844,0.0096970187033116,67.65,17.850000381469727,4010480000.0,-0.004678485134419,-0.0143887238775426,0.0497906345856262,0.0005502166910896
2016-09-15,0.006537878900517,0.0061033235118179,0.0068431460037844,28.87,18.13999938964844,4141670000.0,0.0635855436109265,-0.0909717823192288,-0.0143887238775426,0.0100255454622557
2016-09-19,0.0044174667437923,0.006537878900517,0.0061033235118179,30.61,16.299999237060547,3664100000.0,-0.0290198873728003,-0.1249515278576016,-0.0909717823192288,0.0038915638678851
2016-09-20,0.0057851619799958,0.0044174667437923,0.006537878900517,74.44,15.529999732971191,3373720000.0,0.0312177604535748,-0.1553504066872621,-0.1249515278576016,0.0002009942209242
2016-09-21,0.0048172567290885,0.0057851619799958,0.0044174667437923,58.92,15.920000076293944,3141820000.0,0.061721712031255,0.1906897403762206,-0.1553504066872621,0.0109050915442853
2016-09-22,0.0034199423231571,0.0048172567290885,0.0057851619799958,31.41,13.300000190734863,3117380000.0,-0.0606245679938733,-0.2557886437106245,0.1906897403762206,0.0063918004685165
2016-09-26,0.0049639293159519,0.0034199423231571,0.0048172567290885,64.81,12.020000457763672,3685450000.0,0.0688466398932528,-0.3319980004954366,-0.2557886437106245,0.0055230308318999
2016-09-27,0.0047974140162106,0.0049639293159519,0.0034199423231571,30.74,14.5,3523860000.0,0.0371715162848178,0.078117760960502,-0.3319980004954366,0.006214027054955
